HELPER ,Helper 2,NAMING CONVENTION,Inspection Task,Frequency,Unit Abb,REVIEWED COMMENTS,JB Task Assignment,Description,Measurement Type,Expected Value,Response Type
3.4ELECRMSemi-Annual,3.4,3.4-ELECRM-Semi-Annual,3.4-SA-ELECRM-4,Semi-Annual,ELECRM,,UNITY, Update the ESA short circuit and coordination study for each of the different utility services. Verify the short circuit withstand and interrupting ratings of equipment are still adequate.,YesNo,Yes,Specific List
3.4ELECRMSemi-Annual,3.4,3.4-ELECRM-Semi-Annual,3.4-SA-ELECRM-8,Semi-Annual,ELECRM,,UNITY,"Check for signs of rodents (droppings, nests, damage, etc) Alert Terminal and Ventilation plants maintainter. Coordinate to remediate rodent entry points, hire exterminator",YesNo,Yes,Specific List
2.3HTRQuarterly,2.3,2.3-HTR-Quarterly,2.3-Q-HTR-3,Quarterly,HTR,,UNITY,"Check to ensure enclosure and boxes are boxes (junction boxes, terminal ends, etc.) are properly sealed. Seal enclosures and boxes. Record location, panel U, circuit U and date.",YesNo,Yes,Specific List
2.3HTRQuarterly,2.3,2.3-HTR-Quarterly,2.3-Q-HTR-4,Quarterly,HTR,,UNITY,"Check heating system components (sensor, cable, etc.) damage, presence of moisture or signs of corrosion. Record location of presence of moisture and/or corrossion, panel U, circuit U and date.",YesNo,Yes,Specific List
2.3HTRQuarterly,2.3,2.3-HTR-Quarterly,2.3-Q-HTR-5,Quarterly,HTR,,UNITY,"Inspect heater leads for signs of discoloration. Record location of discoloration, panel U, circuit U and date.",YesNo,Yes,Specific List
2.3HTRQuarterly,2.3,2.3-HTR-Quarterly,2.3-Q-HTR-6,Quarterly,HTR,,UNITY,"Check controller/monitioring panel including setpoints to ensure system is operating properly. Adjust settings and setpoints as per operating intent. Record initial and final settings, location, panel U, circuit U and date.",YesNo,Yes,Specific List
2.3HTRQuarterly,2.3,2.3-HTR-Quarterly,2.3-Q-HTR-7,Quarterly,HTR,,UNITY,"Perform dielectric resistance testing. Record location, test voltage, megger value, panel U, circuit U and date.",YesNo,Yes,Specific List
2.3HTRQuarterly,2.3,2.3-HTR-Quarterly,2.3-Q-HTR-8,Quarterly,HTR,,UNITY,"Check heater supply voltage. Record location, value at power source, value at field connection, panel U, circuit U and date.",YesNo,Yes,Specific List
2.3HTRQuarterly,2.3,2.3-HTR-Quarterly,2.3-Q-HTR-9,Quarterly,HTR,,UNITY,"Check heater circuit current readings. Record location, pipe temperature, Amp reading at 2-5 minutes, Amp reading after 15 minutes, ground-fault current, panel U, circuit U and date.",YesNo,Yes,Specific List
2.6HTRSemi-Annual,2.6,2.6-HTR-Semi-Annual,2.6-SA-HTR-3,Semi-Annual,HTR,,UNITY,"Check to ensure enclosure and boxes are boxes (junction boxes, terminal ends, etc.) are properly sealed. Seal enclosures and boxes. Record location, panel U, circuit U and date.",YesNo,Yes,Specific List
2.6HTRSemi-Annual,2.6,2.6-HTR-Semi-Annual,2.6-SA-HTR-4,Semi-Annual,HTR,,UNITY,"Check heating system components (sensor, cable, etc.) damage, presence of moisture or signs of corrosion. Record location of presence of moisture and/or corrossion, panel U, circuit U and date. Repair or replace if damaged",YesNo,Yes,Specific List
2.6HTRSemi-Annual,2.6,2.6-HTR-Semi-Annual,2.6-SA-HTR-5,Semi-Annual,HTR,,UNITY,"Inspect heater leads for signs of discoloration. Record location of discoloration, panel U, circuit U and date. Clean, repair or replace if damaged",YesNo,Yes,Specific List
2.6HTRSemi-Annual,2.6,2.6-HTR-Semi-Annual,2.6-SA-HTR-6,Semi-Annual,HTR,,UNITY,"Check controller/monitioring panel including setpoints to ensure system is operating properly. Adjust settings and setpoints as per operating intent. Record initial and final settings, location, panel U, circuit U and date.",YesNo,Yes,Specific List
2.6HTRSemi-Annual,2.6,2.6-HTR-Semi-Annual,2.6-SA-HTR-7,Semi-Annual,HTR,,UNITY,"Perform dielectric resistance testing. Test voltage and megger value. Record location, test voltage, megger value, panel U, circuit U and date.",YesNo,Yes,Specific List
2.6HTRSemi-Annual,2.6,2.6-HTR-Semi-Annual,2.6-SA-HTR-8,Semi-Annual,HTR,,UNITY,"Check heater supply voltage. Test value at the power source, at the field connection. Record location, value at power source, value at field connection, panel U, circuit U and date.",YesNo,Yes,Specific List
2.6HTRSemi-Annual,2.6,2.6-HTR-Semi-Annual,2.6-SA-HTR-9,Semi-Annual,HTR,,UNITY,"Check heater circuit current readings. Test value at the power source, at the field connection. Record location, pipe temperature, Amp reading at 2-5 minutes, Amp reading after 15 minutes, ground-fault current, panel U, circuit U and date.",YesNo,Yes,Specific List
3.4LCSCRPAnnual,3.4,3.4-LCSCRP-Annual,3.4-A-LCSCRP-1,Annual,LCSCRP,,UNITY,"visually inspect the panel interiors for signs of discoloaration, warping or resulting damage from heat Test relay function to verify open and close operation",YesNo,Yes,Specific List
3.4LCSFDAnnual,3.4,3.4-LCSFD-Annual,3.4-A-LCSFD-1,Annual,LCSFD,,UNITY,operate each field device to assure correct operation. replace field device should it not operate correclty,YesNo,Yes,Specific List
3.4LCSLVSAnnual,3.4,3.4-LCSLVS-Annual,3.4-A-LCSLVS-1,Annual,LCSLVS,,UNITY,operate lighting switch in each room to verify operation replace switch or reprogram should switch not operate correctly,YesNo,Yes,Specific List
3.4LCSMCRPAnnual,3.4,3.4-LCSMCRP-Annual,3.4-A-LCSMCRP-1,Annual,LCSMCRP,,UNITY,"visually inspect for dirt, debris, moisture and damage clean panel, troubleshoot damaged parts.",YesNo,Yes,Specific List
3.4LCSRCRPAnnual,3.4,3.4-LCSRCRP-Annual,3.4-A-LCSRCRP-1,Annual,LCSRCRP,,UNITY,"visually inspect for dirt, debris, moisture and damage clean panel, troubleshoot damaged parts.",YesNo,Yes,Specific List
3.4LCSSWAnnual,3.4,3.4-LCSSW-Annual,3.4-A-LCSSW-1,Annual,LCSSW,,UNITY,Contact vendor for updates to the software or hardware for the system Perform software update if update is available,YesNo,Yes,Specific List
3.4LCSWSAnnual,3.4,3.4-LCSWS-Annual,3.4-A-LCSWS-1,Annual,LCSWS,,UNITY,Verify the workstations are functioning properly by implementing manufactures test procedures Perform any repairs to the workstation according manufacturers guidelines,YesNo,Yes,Specific List
3.4LDJCAnnual,3.4,3.4-LDJC-Annual,3.4-A-LDJC-1,Annual,LDJC,,UNITY,"Should sensor cable testing result in faulty location indications, then test jumper cable Replace jumper cable if evaluated to be faulty.",YesNo,Yes,Specific List
3.3LDSWeekly,3.3,3.3-LDS-Weekly,3.3-4M-LDS-1,Weekly,LDS,,UNITY,WEEK1: Inspect leak detectors. Check for any issues. Functional test the leak dectector to ensure is not malfunctioning and not stuck on DRY.,YesNo,Yes,Specific List
3.3LDSWeekly,3.3,3.3-LDS-Weekly,3.3-4M-LDS-1A,Weekly,LDS,,UNITY,WEEK2: Inspect leak detectors. Check for any issues. Functional test the leak dectector to ensure is not malfunctioning and not stuck on DRY.,YesNo,Yes,Specific List
3.3LDSWeekly,3.3,3.3-LDS-Weekly,3.3-4M-LDS-1B,Weekly,LDS,,UNITY,WEEK3: Inspect leak detectors. Check for any issues. Functional test the leak dectector to ensure is not malfunctioning and not stuck on DRY.,YesNo,Yes,Specific List
3.3LDSWeekly,3.3,3.3-LDS-Weekly,3.3-4M-LDS-1C,Weekly,LDS,,UNITY,WEEK4: Inspect leak detectors. Check for any issues. Functional test the leak dectector to ensure is not malfunctioning and not stuck on DRY.,YesNo,Yes,Specific List
3.3LDSAnnual,3.3,3.3-LDS-Annual,3.3-A-LDS-2,Annual,LDS,,UNITY,Remove leak detector and inspect detector for sludge or dirt built up blocking fluid flow to opticla sensor. Clean any sludge or dirt build up. Put sensor back in place or replace as necessary.,YesNo,Yes,Specific List
3.4LDSCAnnual,3.4,3.4-LDSC-Annual,3.4-A-LDSC-1,Annual,LDSC,,UNITY,"Test the alarm cable in accordance with the manufacturer test procedure Trouble shoot cable to identify section malfunctioning, replace section then retest",YesNo,Yes,Specific List
3.4LIGHTBi-Weekly,3.4,3.4-LIGHT-Bi-Weekly,3.4-2M-LIGHT-1,Bi-Weekly,LIGHT,,UNITY,"WEEKA: Walk GCT Concourse and Caverns public areas, public entrances and TOC, TMC - document failed fixtures Replace lamp or ballast",YesNo,Yes,Specific List
3.4LIGHTBi-Weekly,3.4,3.4-LIGHT-Bi-Weekly,3.4-2M-LIGHT-1A,Bi-Weekly,LIGHT,,UNITY,"WEEKB: Walk GCT Concourse and Caverns public areas, public entrances and TOC, TMC - document failed fixtures Replace lamp or ballast",YesNo,Yes,Specific List
3.4LIGHT.LEDBi-Weekly,3.4,3.4-LIGHT.LED-Bi-Weekly,3.4-2M-LIGHT.LED-1,Bi-Weekly,LIGHT.LED,,UNITY,"WEEKA: Walk GCT Concourse and Caverns public areas, public entrances and TOC, TMC - document failed fixtures Trouble shoot then repair or replace lighting fixture as required.",YesNo,Yes,Specific List
3.4LIGHT.LEDBi-Weekly,3.4,3.4-LIGHT.LED-Bi-Weekly,3.4-2M-LIGHT.LED-1A,Bi-Weekly,LIGHT.LED,,UNITY,"WEEKB: Walk GCT Concourse and Caverns public areas, public entrances and TOC, TMC - document failed fixtures Trouble shoot then repair or replace lighting fixture as required.",YesNo,Yes,Specific List
3.4LIGHT.LEDAnnual,3.4,3.4-LIGHT.LED-Annual,3.4-A-LIGHT.LED-3,Annual,LIGHT.LED,,UNITY,Walk all facilities in Manhattan and Queens and document failed fixture Trouble shoot then repair or replace lighting fixture as required.,YesNo,Yes,Specific List
3.4LIGHT.LEDSemi-Annual,3.4,3.4-LIGHT.LED-Semi-Annual,3.4-SA-LIGHT.LED-2,Semi-Annual,LIGHT.LED,,UNITY,"Walk GCT Concourse and Caverns finished non-public spaces, document failed fixtures Trouble shoot then repair or replace lighting fixture as required.",YesNo,Yes,Specific List
3.4LPRPAnnual,3.4,3.4-LPRP-Annual,3.4-A-LPRP-1,Annual,LPRP,,UNITY,"Visually inspect for dirt, debris, moisture. Vacuum and wipe down dirty surfaces. Test overcurrent devices if moisture found and replace if required",YesNo,Yes,Specific List
3.4LPRPTriennial,3.4,3.4-LPRP-Triennial,3.4-T-LPRP-2,Triennial,LPRP,,UNITY,"Infrared scan the panelboard bus and cable terminals to check for abnormal temperature conditions Tighten cable termnations, evaluate electrical loading on panel using ampacity meter.",YesNo,Yes,Specific List
3.4LSCFMAnnual,3.4,3.4-LSCFM-Annual,3.4-A-LSCFM-1,Annual,LSCFM,,UNITY,Confirm communication between system components Replace malfunction equipment,YesNo,Yes,Specific List
3.4LVCBAnnual,3.4,3.4-LVCB-Annual,3.4-A-LVCB-1,Annual,LVCB,,UNITY,"Check indicating lamps, replace if not functional ",YesNo,Yes,Specific List
3.4LVCBAnnual,3.4,3.4-LVCB-Annual,3.4-A-LVCB-2,Annual,LVCB,,UNITY," Clean, lubricate and exercise movable mechanisms",YesNo,Yes,Specific List
3.4LVCBAnnual,3.4,3.4-LVCB-Annual,3.4-A-LVCB-7,Annual,LVCB,,UNITY,"Visually inspect for phyical and mechanical damage. Rack-in, rack-out and remove circuit breaker to verify operation. Operate the manual lifting device or the motorized lifting device to verify operation. ",YesNo,Yes,Specific List
3.4LVCBTriennial,3.4,3.4-LVCB-Triennial,3.4-T-LVCB-3,Triennial,LVCB,,UNITY,"Verify trip, close, trip-free and anti-pump function ",YesNo,Yes,Specific List
3.4LVCBTriennial,3.4,3.4-LVCB-Triennial,3.4-T-LVCB-4,Triennial,LVCB,,UNITY,Trip circuit breaker by operation of each protective device ,YesNo,Yes,Specific List
3.4LVCBTriennial,3.4,3.4-LVCB-Triennial,3.4-T-LVCB-5,Triennial,LVCB,,UNITY,Trip circuit breaker by operation of each protective device ,YesNo,Yes,Specific List
3.4LVCBTriennial,3.4,3.4-LVCB-Triennial,3.4-T-LVCB-6,Triennial,LVCB,,UNITY,"Perform insulation resistance test, pole-to- pole, pole-to-ground and across open poles ",YesNo,Yes,Specific List
3.4LVXFMRAnnual,3.4,3.4-LVXFMR-Annual,3.4-A-LVXFMR-1,Annual,LVXFMR,,UNITY,"Visually inspect ventilation grills/louvers for dirt, debris and ventilation obstructions Vacuum and wipe down grills louvers to remove dust and debris. Remediate any obstructions",YesNo,Yes,Specific List
3.4LVXFMRTriennial,3.4,3.4-LVXFMR-Triennial,3.4-T-LVXFMR-2,Triennial,LVXFMR,,UNITY,"Infrared scan the transformers windings and cable terminals to check for abnormal temperature conditions Tighten cable termnations, evaluate electrical loading on transformer using ampacity meter.",YesNo,Yes,Specific List
2.16MCAnnual,2.16,2.16-MC-Annual,2.16-A-MC-1,Annual,MC,,UNITY,"Visual Inspection of MCC Components Check buses & splice connections, wiring & circuit protection devices, and starters & contactors",YesNo,Yes,Specific List
2.16MCAnnual,2.16,2.16-MC-Annual,2.16-A-MC-2,Annual,MC,,UNITY,Visual Inspection of MCC Components Remove any moisture in unit.,YesNo,Yes,Specific List
2.16MCCAnnual,2.16,2.16-MCC-Annual,2.16-A-MCC-1,Annual,MCC,,UNITY,"Inspect exterior and surroundings for dust, grease, oil; high temperature; rust and corrosion; mechanical damage; condition of gaskets, if any. ",YesNo,Yes,Specific List
2.16MCCAnnual,2.16,2.16-MCC-Annual,2.16-A-MCC-10,Annual,MCC,,UNITY,Inspect dashpot-type timers and overload relays for freedom of movement; check oil level. ,YesNo,Yes,Specific List
2.16MCCAnnual,2.16,2.16-MCC-Annual,2.16-A-MCC-11,Annual,MCC,,UNITY,"Inspect resistors for signs of overhating, loose connections. Tighten sliders.",YesNo,Yes,Specific List
2.16MCCAnnual,2.16,2.16-MCC-Annual,2.16-A-MCC-12,Annual,MCC,,UNITY,Inspect connections for discoloration of current-carrying parts. Tighten main line and control conductor connections.,YesNo,Yes,Specific List
2.16MCCAnnual,2.16,2.16-MCC-Annual,2.16-A-MCC-13A,Annual,MCC,,UNITY,Adjust to elimate contact bounce.,YesNo,Yes,Specific List
2.16MCCAnnual,2.16,2.16-MCC-Annual,2.16-A-MCC-2,Annual,MCC,,UNITY,"Inspect interior of enclosure, nuts, and bolts for the same items in task 1 plus excess vibration. ",YesNo,Yes,Specific List
2.16MCCAnnual,2.16,2.16-MCC-Annual,2.16-A-MCC-4,Annual,MCC,,UNITY,"Inspect contactors, relays, solenoids. Check for excessive pitting, roughness, copper oxide. Check contact pressure of springs. Check flexible leads for frayed or broken strands. ",YesNo,Yes,Specific List
2.16MCCAnnual,2.16,2.16-MCC-Annual,2.16-A-MCC-5,Annual,MCC,,UNITY,"Inspect contactors, relays, solenoids. Check arc chutes for breaks or burns. Check bearings for freedom of movement. Check coils for overheating, charred insulation or mechaincal injury. ",YesNo,Yes,Specific List
2.16MCCAnnual,2.16,2.16-MCC-Annual,2.16-A-MCC-6,Annual,MCC,,UNITY,"Inspect magnets for misalignment, bonding. Check shading coil. Clean faces",YesNo,Yes,Specific List
2.16MCCAnnual,2.16,2.16-MCC-Annual,2.16-A-MCC-7,Annual,MCC,,UNITY,"Inspect fuses and fuse clips for proper rating, snug fit; check fuseclip pressure. If copper, polish ferrules.",YesNo,Yes,Specific List
2.16MCCAnnual,2.16,2.16-MCC-Annual,2.16-A-MCC-8,Annual,MCC,,UNITY,"Inspect overload relays for proper heater size; trip by hand; check heater coil and connection; inspect for dirt, corrosion. ",YesNo,Yes,Specific List
2.16MCCAnnual,2.16,2.16-MCC-Annual,2.16-A-MCC-9,Annual,MCC,,UNITY,Inspect pushbutton station and pilot devices for contacts and inspect for grease and corrosion. ,YesNo,Yes,Specific List
3.4MFRAnnual,3.4,3.4-MFR-Annual,3.4-A-MFR-1,Annual,MFR,,UNITY,Visually inspect for signs of overheating or damage ,YesNo,Yes,Specific List
3.4MFRAnnual,3.4,3.4-MFR-Annual,3.4-A-MFR-3,Annual,MFR,,UNITY, Perform reset of devide,YesNo,Yes,Specific List
3.4MFRAnnual,3.4,3.4-MFR-Annual,3.4-A-MFR-4,Annual,MFR,,UNITY,Confirm screen readout operates and cylcing functions is functional ,YesNo,Yes,Specific List
3.4MFRQuinquennial,3.4,3.4-MFR-Quinquennial,3.4-QQ-MFR-2,Quinquennial,MFR,,UNITY,"At a battery alarm, or every 10 years latest. Replace Battery",YesNo,Yes,Specific List
2.16MSSemi-Annual,2.16,2.16-MS-Semi-Annual,2.16-SA-MS-1,Semi-Annual,MS,,UNITY,"Check motor starter for proper operation. Correct as needed. Clean
housing, and tighten
connections as needed. Clean
or replace air filter.",YesNo,Yes,Specific List
2.7MSSemi-Annual,2.7,2.7-MS-Semi-Annual,2.7-SA-MS-1,Semi-Annual,MS,,UNITY,"Check motor starter for proper operation. Correct as needed. Clean
housing, and tighten
connections as needed. Clean
or replace air filter.",YesNo,Yes,Specific List
2.8MSSemi-Annual,2.8,2.8-MS-Semi-Annual,2.8-SA-MS-1,Semi-Annual,MS,,UNITY,"Check motor starter for proper operation. Correct as needed. Clean
housing, and tighten
connections as needed. Clean
or replace air filter.",YesNo,Yes,Specific List
3.4MVCBAnnual,3.4,3.4-MVCB-Annual,3.4-A-MVCB-1,Annual,MVCB,,UNITY,"Check indicating lamps, replace if not functional ",YesNo,Yes,Specific List
3.4MVCBAnnual,3.4,3.4-MVCB-Annual,3.4-A-MVCB-2,Annual,MVCB,,UNITY," Clean, lubricate and exercise movable mechanisms",YesNo,Yes,Specific List
3.4MVCBAnnual,3.4,3.4-MVCB-Annual,3.4-A-MVCB-7,Annual,MVCB,,UNITY,"Visually inspect for phyical and mechanical damage. Rack-in, rack-out and remove circuit breaker to verify operation. Operate the manual lifting device or the motorized lifting device to verify operation. ",YesNo,Yes,Specific List
3.4MVCBTriennial,3.4,3.4-MVCB-Triennial,3.4-T-MVCB-3,Triennial,MVCB,,UNITY,Perform contract resistance test ,YesNo,Yes,Specific List
3.4MVCBTriennial,3.4,3.4-MVCB-Triennial,3.4-T-MVCB-4,Triennial,MVCB,,UNITY,"Verify trip, close, trip-free and anti-pump function ",YesNo,Yes,Specific List
3.4MVCBTriennial,3.4,3.4-MVCB-Triennial,3.4-T-MVCB-5,Triennial,MVCB,,UNITY,Trip circuit breaker by operation of each protective device ,YesNo,Yes,Specific List
3.4MVCBTriennial,3.4,3.4-MVCB-Triennial,3.4-T-MVCB-6,Triennial,MVCB,,UNITY,"Perform insulation resistance test, pole-to- pole, pole-to-ground and across open poles ",YesNo,Yes,Specific List
3.4MVSWGRAnnual,3.4,3.4-MVSWGR-Annual,3.4-A-MVSWGR-1,Annual,MVSWGR,,UNITY,"Visually inspect for dirt, debris, moisture. Vacuum and wipe down dirty surfaces.",YesNo,Yes,Specific List
3.4MVSWGRTriennial,3.4,3.4-MVSWGR-Triennial,3.4-T-MVSWGR-2,Triennial,MVSWGR,,UNITY,Infrared scan the switchgear bus work and cable terminals to check for abnormal temperature conditions. Tighten cable termnations and bus connectinos bolts. Evaluate if bus loading is contributing to the overheating.,YesNo,Yes,Specific List
